year,label,can_nam_dem,can_par_aff_dem,can_inc_cha_ope_sea_dem,ind_con_dem,tot_con_dem,tot_rec_dem,tot_dis_dem,cas_on_han_beg_of_per_dem,cas_on_han_clo_of_per_dem,tot_rec_final_dem,can_nam_gop,can_par_aff_gop,can_inc_cha_ope_sea_gop,per_dem,per_gop,ind_con_gop,tot_con_gop,tot_rec_gop,tot_dis_gop,cas_on_han_beg_of_per_gop,cas_on_han_clo_of_per_gop,tot_rec_final_gop,gopwin,population,income,homeval,rentval,gopvi,density,white,gop_cash_adv_beg,gop_cash_adv_end,urb_cat,seat_stat_gop,inc_gop,gop_fund_adv
2012,TX-23,"Gallego, Pete",DEM,1,128066.82,183566.82,183566.82,153287.8,83387.12,113666.14,1802829.59,"Canseco, Francisco Raul Quico R.",REP,0,50.3,45.5,152806.0,316136.0,316136.0,53546.03,770668.84,1033258.81,2712704.43,0,717171,47996,160007,738,3,12,0.842037673,687281,919592,2,INCUMBENT,1,132569
2012,MI-7,"Haskell, Kurt Richard",DEM,1,5965.85,6109.56,6109.56,4095.97,202.5,2216.09,101252.47,"Walberg, Timothy L. Hon.",REP,0,43.0,53.3,102630.01,162958.07,166593.33,146579.79,686052.71,706066.25,1533549.73,1,703242,50727,204207,742,3,166,0.916950353,685850,703850,2,INCUMBENT,1,160483
2012,MT-1,"Gillan, Kim",DEM,2,66830.21,100230.21,100230.21,71529.93,59205.38,87905.66,992911.07,"Daines, Steven",REP,2,42.9,53.2,95315.49,173163.91,173255.29,63277.73,743246.78,853224.34,1830490.65,1,1006086,45951,272702,683,7,6,0.89212453,684041,765318,2,OPEN,0,73025
2012,PA-8,"Boockvar, Kathryn",DEM,1,225238.67,329802.37,341496.59,170824.47,250430.21,421102.33,1450690.8,"Fitzpatrick, Michael G.",REP,0,43.4,56.6,236861.0,400611.0,401043.8,126374.07,927017.34,1201687.07,2672026.97,1,707648,75305,200553,1101,1,1001,0.890469555,676587,780584,0,INCUMBENT,1,59547
2012,IN-9,"Yoder, Shelli",DEM,1,81513.67,93213.27,93669.35,45525.19,24856.89,73001.05,446142.17,"Young, Todd Christopher",REP,0,43.7,56.3,216663.09,268513.09,268547.4,71171.88,696578.21,893953.73,1819056.96,1,730316,49426,193761,752,9,162,0.92195844,671721,820952,2,INCUMBENT,1,174878
2014,AK-1,"Dunbar, Forrest",DEM,1,36500.64,36500.64,36500.64,32907.83,27010.76,30603.57,237456.58,"Young, Donald E",REP,0,40.8,51.6,43369.0,100119.0,131258.41,236784.49,695338.18,589812.1,788960.16,1,729603,70477,158059,1113,12,1,0.665430378,668327,559208,2,INCUMBENT,1,94757
2014,CA-42,"Sheridan, Timothy J",DEM,1,2860.0,9282.17,9282.17,3410.02,20222.03,26094.18,119068.62,"Calvert, Ken",REP,0,34.1,65.9,50875.0,148075.0,148284.4,88904.08,680086.74,739467.06,1192965.24,1,735611,70401,153049,1432,10,785,0.694762585,659864,713372,1,INCUMBENT,1,139002
2012,CO-4,"Shaffer, Brandon",DEM,1,62530.18,79780.18,79786.32,32852.59,223764.93,270698.66,905776.2,"Gardner, Cory",REP,0,36.7,58.6,60271.68,184271.68,184271.68,42728.25,883219.29,1024762.72,2320196.2,1,736505,62156,189084,905,11,19,0.885969545,659454,754064,2,INCUMBENT,1,104485
2012,CA-10,"Hernandez, Jose M",DEM,1,119717.52,238786.21,240786.21,151580.22,367261.19,456467.18,1758386.78,"Denham, Jeff",REP,0,46.5,53.5,126195.0,259726.19,325737.63,101723.91,1024659.95,1248673.67,2756588.82,1,715054,51743,132144,1021,1,393,0.732014645,657398,792206,2,INCUMBENT,1,84951
2014,OH-1,"Kundrata, Frederick Louis Iii",DEM,1,27070.65,36920.65,199420.65,86522.79,10697.33,123595.19,317167.91,"Chabot, Steve",REP,0,36.5,63.5,60030.0,136500.52,136500.52,67707.39,667262.36,736055.49,938321.08,1,727426,50840,171418,694,6,1058,0.724858611,656565,612460,0,INCUMBENT,1,-62920
2014,NC-10,"Macqueen, Tate",DEM,1,25461.83,25461.83,25511.83,24214.8,1548.92,2845.95,82214.59,"Mchenry, Patrick Timothy",REP,0,39.0,61.0,58567.0,199067.0,213310.03,134499.24,651341.58,730152.37,1746285.66,1,738516,42466,196836,704,11,286,0.823037009,649792,727306,2,INCUMBENT,1,187798
2014,FL-6,"Cox, David",DEM,1,7669.0,7669.0,16919.0,17697.02,3349.0,2570.98,38479.21,"Desantis, Ronald D",REP,0,37.5,62.5,94936.12,146696.12,146696.12,56090.06,652673.74,743279.8,1111122.11,1,715041,44433,201817,912,9,285,0.84589555,649324,740708,2,INCUMBENT,1,129777
2014,CO-3,"Tapia, Abel J",DEM,1,27996.5,34996.5,34996.5,16804.13,73978.42,92170.79,295736.35,"Tipton, Scott R.",REP,0,35.7,58.1,57189.62,122399.62,122399.62,59540.58,719793.65,782652.69,1308463.15,1,722813,47443,192658,845,5,14,0.875855858,645815,690481,2,INCUMBENT,1,87403
2014,TN-3,"Headrick, Mary Margaret",DEM,1,58850.32,61105.95,61105.95,14650.38,0.0,46455.57,167505.89,"Fleischmann, Charles J",REP,0,34.6,62.4,124126.0,268632.25,268632.25,206182.06,640044.87,702495.06,1591286.0,1,715497,41081,193984,688,16,156,0.854193658,640044,656039,2,INCUMBENT,1,207526
2014,CA-21,"Renteria, Amanda",DEM,1,154264.92,289376.87,289916.87,221821.8,328803.83,396898.9,1725079.55,"Valadao, David",REP,0,41.5,58.5,94871.53,358568.67,358754.87,86244.2,967127.15,1239637.82,2685195.54,1,708384,37271,87282,776,-2,105,0.687883973,638323,842738,2,INCUMBENT,1,68838
2014,MO-7,"Evans, Jim",DEM,1,8007.0,8082.0,8082.0,11744.66,48026.72,44364.06,111218.0,"Long, Billy",REP,0,28.8,63.5,41704.0,136514.05,137036.55,117665.69,680550.04,699920.9,1199797.11,1,756384,40942,194208,666,19,120,0.924693013,632523,655556,2,INCUMBENT,1,128954
2012,NM-2,"Erhard, Evelyn Madrid",DEM,1,11433.0,14633.0,14633.0,16708.11,12563.95,10488.84,90785.95,"Pearce, Steve",REP,0,40.9,59.1,167017.0,223517.0,223517.0,35184.44,626637.2,814969.76,1687074.84,1,698308,39541,169496,682,5,9,0.811687679,614073,804480,2,INCUMBENT,1,208884
2012,AR-2,"Rule, Herb C. Iii",DEM,1,19761.5,19761.5,40349.5,36518.22,8970.63,12801.91,251260.14,"Griffin, John Timothy",REP,0,39.5,55.2,59977.0,90027.0,90027.0,109386.59,617344.75,597985.16,1619346.36,1,746332,46601,188000,735,8,149,0.733161649,608374,585183,2,INCUMBENT,1,49677
2014,OH-14,"Wager, Michael",DEM,1,100503.48,140415.77,144430.67,93344.74,474814.66,525900.59,991879.32,"Joyce, David P",REP,0,33.0,63.3,190190.0,411440.0,427653.75,430379.93,1071599.69,1068873.51,2619497.13,1,718754,59043,215753,805,4,367,0.917487764,596785,542972,2,INCUMBENT,1,283223
2014,TX-25,"Montoya, Marco",DEM,1,2005.0,2205.0,4887.14,4197.81,3663.82,4353.15,32801.23,"Williams, Roger",REP,0,36.2,60.2,138004.0,222854.0,228391.96,150727.28,599049.18,676713.86,1913662.96,1,726962,59597,173329,933,12,95,0.844774555,595385,672360,2,INCUMBENT,1,223504
2012,WI-7,"Kreitlow, Patrick",DEM,1,137279.61,215995.74,215995.74,130686.03,365516.58,450826.29,1281552.07,"Duffy, Sean",REP,0,43.9,56.1,209482.0,384808.59,391226.84,204326.82,960856.77,1147756.79,2647209.9,1,712153,47416,221133,660,2,30,0.93883056,595340,696930,2,INCUMBENT,1,175231
2014,TX-31,"Minor, Louie Jr",DEM,1,6739.2,9414.2,9614.2,10679.82,2318.64,1253.02,67742.37,"Carter, John R. Rep.",REP,0,32.0,64.1,19213.89,66713.89,66788.53,52110.06,594608.98,609287.45,996110.34,1,742564,61563,160073,937,12,344,0.770677006,592290,608034,2,INCUMBENT,1,57174
2012,VA-1,"Cook, Adam",DEM,1,17657.02,28875.24,30375.24,28413.27,3974.9,5936.87,194346.74,"Wittman, Rob",REP,0,41.0,56.1,37878.0,98378.0,98378.0,35034.99,576360.57,639703.58,950387.37,1,751432,76044,192742,1214,6,203,0.734682579,572385,633766,2,INCUMBENT,1,68002
2012,MD-1,"Rosen, Wendy W",DEM,1,40340.33,40340.33,40365.75,62517.63,54872.25,32720.37,212998.69,"Harris, Andrew P",REP,0,28.5,67.5,159866.97,245566.97,245865.75,137230.58,626308.44,734943.61,1595563.24,1,724648,67161,204886,978,14,182,0.8300637,571436,702223,2,INCUMBENT,1,205500
2014,MO-6,"Hedge, W A (Bill) Dr",DEM,1,8398.0,8698.0,17698.0,8490.5,-143.23,9064.27,58989.68,"Graves, Samuel B Sam""""",REP,0,29.5,66.6,60882.0,207783.52,207795.27,191633.27,563926.52,580088.52,1263609.57,1,752997,51353,201998,706,12,41,0.909929256,564069,571024,2,INCUMBENT,1,190097
2014,ID-2,"Stallings, Richard ",DEM,1,20115.0,20115.0,20115.0,14082.0,6658.0,12690.0,116006.05,"Simpson, Michael",REP,0,38.6,61.4,148133.57,394568.26,394568.26,692495.77,566209.73,268282.22,2466247.46,1,793892,44866,191720,698,17,18,0.906022482,559551,255592,2,INCUMBENT,1,374453
2014,IN-2,"Bock, Joseph",DEM,1,135699.65,199669.65,199669.65,98404.3,176213.85,277479.2,816818.86,"Walorski Swihart, Jackie",REP,0,38.3,58.9,154932.05,329682.05,329771.05,135730.53,707159.48,901200.0,2055614.41,1,719832,45073,193578,689,6,181,0.864951822,530945,623720,2,INCUMBENT,1,130101
2014,NE-2,"Ashford, Brad",DEM,1,159329.92,195829.92,195829.92,90216.36,80534.74,186148.3,1246958.11,"Terry, Lee",REP,0,48.6,46.0,128706.64,349056.64,349935.17,272539.47,603885.2,681280.9,3106288.3,0,626491,55640,152533,788,4,1229,0.806579823,523350,495132,0,INCUMBENT,1,154105
2012,FL-8,"Roberts, Shannon",DEM,1,2226.83,2226.83,2365.83,1623.45,1254.94,1997.32,27534.04,"Posey, Bill",REP,0,37.5,58.9,74181.0,140681.0,140945.34,77413.67,523317.12,586848.79,1051651.68,1,702424,46113,205715,862,9,400,0.839501498,522062,584851,2,INCUMBENT,1,138579
2012,NE-3,"Sullivan, Mark",DEM,1,3575.0,3739.0,3739.0,3347.0,2089.0,2480.0,38552.05,"Smith, Adrian",REP,0,25.8,74.2,54212.5,168584.98,168717.36,58664.39,522083.81,632136.78,1163154.28,1,608338,46933,172585,605,23,9,0.940840454,519994,629656,2,INCUMBENT,1,164978
2012,WA-8,"Porterfield, Karen",DEM,1,6770.03,6770.03,46770.03,18784.16,2227.27,30213.14,129980.68,"Reichert, Dave",REP,0,40.1,59.9,105988.45,278224.97,278291.7,156897.75,520991.29,642385.24,1654833.25,1,690317,70526,180432,1049,1,93,0.80429281,518764,612172,2,INCUMBENT,1,231521
2014,FL-8,"Rothblatt, Gabriel",DEM,1,8415.04,9415.04,9494.2,13211.44,8101.7,4384.46,110316.25,"Posey, Bill",REP,0,34.1,65.9,121857.0,176999.2,177424.52,93013.99,522559.48,606970.01,1131537.55,1,702424,46113,205715,862,9,400,0.839501498,514457,602585,2,INCUMBENT,1,167930
2014,UT-4,"Owens, H Douglas",DEM,2,160580.23,161580.23,161580.23,69764.17,117856.54,209672.6,866594.58,"Love, Mia",REP,2,46.8,50.0,650473.96,741173.96,747359.83,506459.97,631970.0,872869.86,5315812.23,1,726231,60377,154348,951,16,284,0.855215489,514113,663197,2,OPEN,0,585779
2012,PA-15,"Daugherty, Richard D",DEM,1,6271.06,7771.06,7771.06,9093.74,4443.8,3121.12,45805.68,"Dent, Charles W Rep",REP,0,43.3,56.7,92716.0,213666.0,215577.01,118489.86,516895.13,613982.28,1706451.47,1,715255,56710,190644,886,2,556,0.853743071,512451,610861,1,INCUMBENT,1,207805
2014,MO-4,"Irvin, Nathaniel Augustus",DEM,1,8372.0,8372.0,8372.0,5893.9,210.0,2688.1,13307.0,"Hartzler, Vicky",REP,0,26.4,68.1,48433.47,93433.47,93464.1,40058.05,512421.14,565827.19,932704.98,1,755505,43778,194141,714,13,52,0.8982879,512211,563139,2,INCUMBENT,1,85092
2012,SC-1,"Rose, Bobbie",DEM,1,14557.0,30557.0,30557.0,13452.0,30033.93,47138.93,157767.1,"Scott, Timothy",REP,0,35.4,62.4,73690.12,147144.77,147144.77,55224.92,541060.36,632980.21,1680566.7,1,693096,57303,182362,1006,11,447,0.743911377,511026,585841,2,INCUMBENT,1,116587
2012,AL-6,"Bailey, Penny Huggins",DEM,1,4251.0,14251.0,14251.0,10868.0,5206.0,8589.0,50326.0,"Bachus, Spencer T Iii",REP,0,28.6,71.4,26700.0,115200.0,116201.18,314201.28,513512.06,315511.96,2725003.77,1,688916,57778,195557,875,28,165,0.802719054,508306,306922,2,INCUMBENT,1,101950
2014,FL-7,"Neuman, Wesley Ryan",DEM,1,7376.38,7376.38,29516.0,28664.31,4102.09,4953.78,53680.61,"Mica, John L. Mr.",REP,0,32.1,63.6,44490.0,91490.0,91503.03,36521.58,506595.66,561577.11,851622.29,1,712946,52442,169689,1044,4,1388,0.808968702,502493,556623,0,INCUMBENT,1,61987
2012,CA-26,"Brownley, Julia",DEM,1,247939.88,371679.7,373152.28,268403.46,217336.47,322085.29,2155827.82,"Strickland, Anthony A.",REP,1,52.0,48.0,223972.13,445626.13,452715.11,170363.41,719153.2,1001504.9,2482625.55,0,710893,73948,142352,1455,-4,756,0.774750912,501816,679419,1,CHALLENGER,0,79562
2014,VA-2,"Patrick, Suzanne D",DEM,1,97183.92,114936.81,114936.81,42258.73,195521.92,268200.0,876469.57,"Rigell, Edward Scott Mr.",REP,0,42.1,57.9,106155.97,159466.47,159466.47,96250.05,696263.5,759479.92,1764606.05,1,726166,59963,166412,1125,2,732,0.674086917,500741,491279,1,INCUMBENT,1,44529
2014,PA-3,"Lavallee, Daniel",DEM,1,86725.0,108025.0,108998.79,47316.76,51850.31,113532.34,408902.74,"Kelly, George J Jr",REP,0,39.5,60.5,71975.59,204475.59,204477.25,60464.4,545390.22,689403.07,1648321.46,1,703321,46195,202191,640,8,182,0.921609052,493539,575870,2,INCUMBENT,1,95478
2012,NH-1,"Shea-Porter, Carol",DEM,1,137468.23,200200.87,200852.64,71553.82,183159.3,312458.12,1720667.32,"Guinta, Frank",REP,1,49.7,46.0,160279.82,242179.82,256021.29,84577.83,674747.47,846190.93,1903770.27,0,660887,65116,181821,1009,1,268,0.938650632,491588,533732,2,CHALLENGER,0,55168
2012,CA-21,"Hernandez, John S",DEM,1,2411.59,7411.59,7411.59,9052.32,0.0,-1640.73,123904.84,"Valadao, David",REP,1,41.1,58.9,45005.05,187705.05,193445.06,25384.39,490546.85,658607.52,1315897.19,1,708384,37271,87282,776,-2,105,0.687883973,490546,660248,2,CHALLENGER,0,186033
2014,NJ-3,"Belgard, Aimee",DEM,2,152276.55,351842.81,351842.81,67951.28,332104.36,615995.89,1785296.53,"Macarthur, Thomas",REP,2,43.8,54.5,39196.0,102621.0,1102621.0,824360.23,800685.57,1078946.34,5653128.44,1,738478,71875,225982,1229,1,820,0.81186711,468581,462950,1,OPEN,0,750778
2014,IN-8,"Spangler, Tom",DEM,1,3371.6,20871.6,20871.6,7556.18,0.0,13315.42,32778.8,"Bucshon, Larry D",REP,0,35.8,60.3,63940.0,124190.0,124190.0,105210.89,465573.66,484552.77,1125592.56,1,721929,46160,199387,663,8,99,0.924877654,465573,471237,2,INCUMBENT,1,103318
2012,NJ-3,"Adler, Shelley",DEM,1,128547.88,223088.18,223088.18,34428.98,304186.9,492846.1,1063622.99,"Runyan, Jon",REP,0,44.8,53.8,101299.88,226478.81,227046.0,82586.76,766210.95,910670.19,2080014.07,1,738478,71875,225982,1229,1,820,0.81186711,462024,417824,1,INCUMBENT,1,3957
2012,OH-6,"Wilson, Charles A",DEM,1,90181.5,184655.21,234655.21,141884.09,409345.06,502116.18,1482726.72,"Johnson, Bill",REP,0,46.6,53.4,161497.22,277788.33,277790.15,216907.4,869138.05,930020.8,2042739.19,1,714160,42162,207975,585,8,98,0.953672846,459792,427904,2,INCUMBENT,1,43134
2012,TN-1,"Woodruff, Alan P",DEM,1,861.0,10861.0,10861.0,6770.8,1278.76,5368.96,24171.0,"Roe, David Phillip Dr.",REP,0,19.9,76.1,101304.42,101304.42,101304.42,82006.75,454803.23,474100.9,706755.61,1,708481,37834,205010,618,25,171,0.942277916,453524,468731,2,INCUMBENT,1,90443
2012,OH-16,"Sutton, Betty S",DEM,0,148410.4,293104.06,294127.7,174182.85,783765.63,903710.48,2523935.02,"Renacci, James B",REP,0,47.8,52.2,286344.23,502078.89,504369.99,186106.67,1231028.98,1549292.3,3371437.93,1,721968,59778,213049,778,6,598,0.938385081,447263,645581,1,INCUMBENT,1,210242
2012,AR-1,"Ellington, Scott A",DEM,1,27412.9,75162.9,75162.9,45787.6,1729.62,31104.92,372375.1,"Crawford, Eric Alan Rick",REP,0,39.0,56.3,106801.15,198801.15,208420.42,38670.45,447205.9,616955.87,1339445.93,1,727971,36100,184978,600,14,37,0.786924204,445476,585850,2,INCUMBENT,1,133257
2012,OK-5,"Guild, Thomas Eugene",DEM,1,4338.79,4688.79,9688.79,4927.66,20101.1,24862.23,151632.72,"Lankford, James Paul",REP,0,37.3,58.7,45025.0,88525.0,88525.0,16762.8,460132.82,531895.02,1155958.56,1,772136,43964,176819,736,12,372,0.693390802,440031,507032,2,INCUMBENT,1,78836
2012,FL-12,"Snow, Jonathan Michael",DEM,1,3170.69,3170.69,3170.69,2633.64,583.76,1120.81,18606.54,"Bilirakis, Gus Michael",REP,0,32.9,63.5,42432.36,78182.36,78182.36,83620.11,438737.75,433300.0,758988.49,1,704266,49013,204074,947,7,796,0.888816158,438153,432179,1,INCUMBENT,1,75011
2014,IL-13,"Callis, Ann",DEM,1,241909.66,335495.89,335495.89,132189.06,513897.76,717204.59,1936927.07,"Davis, Rodney L",REP,0,41.3,58.7,214903.55,554943.7,554978.17,174953.84,951903.74,1331928.07,3491351.2,1,715252,46780,184041,732,0,123,0.822682076,438005,614723,2,INCUMBENT,1,219482
2014,OH-5,"Fry, Robert L",DEM,1,3731.74,6762.63,6762.63,11495.27,6396.27,1663.63,59444.38,"Latta, Robert Edward Mr",REP,0,28.8,66.6,52688.14,146488.14,146971.24,42767.49,443775.44,547979.19,1217262.88,1,724116,50774,208091,672,7,128,0.923039955,437379,546315,2,INCUMBENT,1,140208
2012,AR-4,"Jeffress, Gene",DEM,2,5570.0,17820.0,17820.0,14694.23,5669.61,8795.38,100330.0,"Cotton, Thomas",REP,2,36.7,59.5,204970.64,328620.64,328620.64,425996.69,436775.86,339399.81,2213217.51,1,725988,35810,196165,607,15,32,0.750326452,431106,330604,2,OPEN,0,310800
2012,FL-2,"Lawson, Alfred J Jr",DEM,1,94031.51,109031.51,109231.51,64272.97,71621.41,116579.95,751999.93,"Southerland, William Steve Ii",REP,0,47.3,52.7,244583.71,356833.71,367543.66,127480.4,496485.45,736548.71,1823957.33,1,706059,43286,162197,862,6,81,0.69427909,424864,619968,2,INCUMBENT,1,258312
2014,CA-50,"Kimber, James Harvey",DEM,1,2043.0,7043.0,7070.84,4382.25,1563.55,4252.14,40745.46,"Hunter, Duncan D.",REP,0,28.6,71.4,47005.0,156829.72,158665.46,75913.4,424426.08,507178.14,1269096.3,1,724530,59303,146291,1205,14,259,0.805581549,422862,502926,2,INCUMBENT,1,151594
2014,AZ-5,"Woods, James Issac",DEM,1,16063.0,17063.0,17063.0,13093.0,1713.0,7021.0,56416.79,"Salmon, Matt",REP,0,30.4,69.6,83192.82,140942.82,141797.82,63640.99,423406.59,501563.42,938582.34,1,738002,63873,187824,1088,17,2514,0.852404194,421693,494542,0,INCUMBENT,1,124734
2014,TX-12,"Greene, Mark",DEM,1,8731.0,8731.0,8731.0,20218.0,21600.0,10113.0,80216.5,"Granger, Kay",REP,0,26.3,71.3,93575.0,180525.0,180825.64,349434.91,442333.37,273724.1,1315138.63,1,723781,58596,166625,885,19,502,0.816111503,420733,263611,1,INCUMBENT,1,172094
2012,VA-4,"Ward, Ella P",DEM,1,8690.0,11085.0,11280.0,8612.89,6540.49,9207.6,78991.62,"Forbes, J Randy",REP,0,42.9,57.1,48411.0,77411.0,77420.66,83871.01,427245.55,420795.2,1077552.25,1,738953,60792,185162,1004,4,171,0.61750206,420705,411587,2,INCUMBENT,1,66140
2014,ID-1,"Ringo, Shirley G",DEM,1,40837.56,42837.56,42837.56,37785.9,8825.22,13876.88,225143.94,"Labrador, Raul R. Rep.",REP,0,35.0,65.0,29045.0,48145.0,48355.94,61073.34,429238.98,416521.58,544737.29,1,803330,47111,209336,748,18,20,0.931005938,420413,402644,2,INCUMBENT,1,5518
2014,PA-16,"Houghton, Thomas",DEM,1,22749.5,22949.5,22949.5,16114.76,9126.39,15961.13,153933.73,"Pitts, Joseph R",REP,0,42.2,57.8,13320.0,155320.0,155320.0,76710.12,427762.0,506371.88,1287842.77,1,710118,52450,172942,862,4,711,0.830007126,418635,490410,1,INCUMBENT,1,132370
2012,CA-52,"Peters, Scott",DEM,1,169141.0,217641.0,217641.0,499001.61,370393.07,89032.46,4381438.01,"Bilbray, Brian Phillip",REP,0,50.5,49.5,100850.0,290600.0,291900.0,244293.21,784482.21,832089.0,2659541.26,0,711274,81752,145756,1579,-2,2663,0.696149445,414089,743056,0,INCUMBENT,1,74259
2014,IL-16,"Olsen, Randall Wayne",DEM,1,1860.0,2810.0,3834.9,2766.29,763.69,1832.3,12112.26,"Kinzinger, Adam",REP,0,29.3,70.7,152908.9,296441.01,299799.9,155994.69,414829.4,558634.61,1944119.16,1,706371,53768,197894,751,4,89,0.909275721,414065,556802,2,INCUMBENT,1,295965
2014,MI-7,"Byrnes, Pam",DEM,1,189433.19,290516.85,290537.39,104677.32,423342.74,609202.81,1375605.15,"Walberg, Timothy L Hon.",REP,0,41.2,53.5,167934.64,362862.46,369586.35,145206.79,836670.98,1061050.54,1827643.49,1,703242,50727,204207,742,3,166,0.916950353,413328,451847,2,INCUMBENT,1,79048
2014,VA-5,"Gaughan, Walter Lawrence",DEM,1,10759.0,10759.0,10759.0,7729.21,0.0,3029.79,86880.29,"Hurt, Robert",REP,0,35.8,61.0,67938.93,163538.93,163538.93,42905.3,410577.61,531211.24,1307800.43,1,728231,47800,202886,773,5,72,0.750472034,410577,528181,2,INCUMBENT,1,152779
2012,OH-7,"Healy-Abrams, Joyce",DEM,2,84580.42,160080.69,160186.61,135301.09,208041.39,232926.91,960627.37,"Gibbs, Bob",REP,0,43.3,56.7,167385.0,303570.02,303570.02,36916.49,615776.0,882429.53,1550088.19,1,722682,48457,202482,662,6,186,0.931690564,407734,649502,2,INCUMBENT,1,143383
2012,MO-6,"Yarber, Kyle",DEM,1,590.0,590.0,16657.0,14019.0,11619.0,14256.0,64995.0,"Graves, Samuel B 'Sam'",REP,0,32.5,65.0,52075.0,229325.0,229333.6,246998.91,403145.47,385480.16,1357980.82,1,752997,51353,201998,706,12,41,0.909929256,391526,371224,2,INCUMBENT,1,212676
2012,PA-16,"Strader, Aryanna",DEM,1,9124.56,10286.79,10286.79,37285.86,30715.25,3716.18,85088.74,"Pitts, Joseph R.",REP,0,38.9,55.0,67885.63,225385.63,225434.96,135330.66,414917.33,505021.63,1312423.57,1,710118,52450,172942,862,4,711,0.830007126,384202,501305,1,INCUMBENT,1,215148
2014,MI-1,"Cannon, Jerry",DEM,1,97345.4,202378.49,203148.49,100716.94,270479.41,372910.96,1002506.43,"Benishek, Daniel J. M.D.",REP,0,45.3,52.1,232179.78,476009.23,487326.94,199616.48,654483.99,942194.45,2114648.35,1,705172,42299,227138,636,5,28,0.92526646,384004,569283,2,INCUMBENT,1,284178
2012,VA-10,"Cabral, Kristin",DEM,1,39754.2,41254.2,91254.2,73020.7,36350.0,54583.5,291823.72,"Wolf, Frank R",REP,0,38.4,58.8,51877.0,73173.37,73634.03,35547.46,417623.65,455710.22,1091197.21,1,765146,110981,196324,1447,2,557,0.735683125,381273,401126,1,INCUMBENT,1,-17620
2014,NJ-7,"Kovach, Janice",DEM,1,12276.0,14576.0,34576.0,32805.28,10983.55,12754.27,121055.33,"Lance, Leonard",REP,0,38.7,59.3,31841.0,112841.0,113841.0,115634.7,389040.4,387246.7,1188889.59,1,738426,100056,205224,1318,6,761,0.805560747,378056,374492,1,INCUMBENT,1,79265
2014,GA-9,"Vogel, David Donald",DEM,1,1146.4,1478.4,1478.4,4677.77,6866.05,3666.68,28898.36,"Collins, Douglas Allen",REP,0,19.3,80.7,30892.0,63745.25,63855.56,97221.87,384024.4,350658.09,848530.66,1,708866,43823,182342,746,30,136,0.870659617,377158,346991,2,INCUMBENT,1,62377
2014,MI-2,"Vanderstelt, Dean",DEM,1,9108.63,17920.75,18921.5,16524.56,5358.81,7755.75,57905.72,"Huizenga, William P The Hon.",REP,0,33.2,63.6,76343.02,172743.02,175044.73,94092.82,376761.66,457713.57,1277352.51,1,711835,47729,194743,712,7,216,0.865718881,371402,449957,2,INCUMBENT,1,156123
2014,ND-1,"Sinner, George B",DEM,1,102932.32,151932.32,151932.32,59429.69,181203.1,273705.73,942473.16,"Cramer, Kevin Mr.",REP,0,38.5,55.6,86648.0,125648.0,125648.0,22190.17,549941.78,653399.61,1492880.34,1,703203,54920,189954,664,10,10,0.893640954,368738,379693,2,INCUMBENT,1,-26284
2012,TN-4,"Stewart, Richard Eric",DEM,1,116558.66,158308.66,158308.66,113221.8,143727.1,188813.96,710406.83,"Desjarlais, Scott Eugene",REP,0,44.2,55.8,132528.0,211628.0,219786.34,78956.27,510863.33,651693.4,1260459.29,1,721027,45301,187173,710,18,120,0.864637524,367136,462879,2,INCUMBENT,1,61477
2014,PA-10,"Brion, Scott Floyd",DEM,1,52312.69,63329.81,63329.81,33975.14,31556.36,60911.03,193889.61,"Marino, Thomas Anthony",REP,0,24.8,62.5,65705.0,182355.0,182355.0,31933.51,395757.03,546178.52,1044877.76,1,709274,48731,203205,710,12,84,0.935357845,364200,485267,2,INCUMBENT,1,119025
2012,VA-5,"Douglass, John Wade",DEM,1,134025.08,143001.83,143151.83,61847.25,194474.53,275779.11,1175403.75,"Hurt, Robert",REP,0,43.2,55.3,176594.38,281760.0,281760.0,94208.56,555827.99,743379.43,2051306.26,1,728231,47800,202886,773,5,72,0.750472034,361353,467600,2,INCUMBENT,1,138608
2014,NC-2,"Aiken, Clayton Clay",DEM,1,322368.02,343368.02,396766.2,261909.22,67040.81,201897.79,1181626.02,"Ellmers, Renee Jacisin",REP,0,41.1,58.9,95512.0,353937.37,353937.37,373344.26,424445.99,405039.1,1844808.72,1,762421,50817,187515,807,10,234,0.730496668,357405,203141,2,INCUMBENT,1,-42828
2014,FL-15,"Cohn, Alan Michael",DEM,1,68497.57,79497.57,79497.57,73534.58,70300.85,76263.84,444540.77,"Ross, Dennis Alan",REP,0,39.7,60.3,55258.75,227008.75,227008.75,138124.76,425163.14,514047.13,1298800.35,1,712107,49716,165467,905,6,870,0.769781788,354862,437783,1,INCUMBENT,1,147511
2012,IL-17,"Bustos, Cheri",DEM,1,325716.42,478817.29,478817.29,117872.73,468497.83,829442.39,2212530.1,"Schilling, Robert T.",REP,1,53.3,46.7,225372.0,348036.15,360889.45,238940.97,823300.72,945249.2,2601501.69,0,708861,42629,192897,635,-7,102,0.826149273,354802,115806,2,CHALLENGER,0,-117927
2014,FL-3,"Wheeler, Marihelen Haddock",DEM,1,20969.12,23281.31,23281.31,21975.19,6257.22,7563.34,80881.66,"Yoho, Theodore Scott",REP,0,32.3,65.0,129625.85,163875.85,174570.49,79216.22,360451.22,455805.49,810245.82,1,702726,44168,174303,846,14,96,0.793267931,354194,448242,2,INCUMBENT,1,151289
